frame,smvs
1372,12946.168150460355
1373,10863.016647027067
1374,12942.226627836953
1375,13105.997580800382
1376,13095.32532422789
1377,13109.2712799889
1378,11378.617800726197
1379,13281.792023835686
1380,13255.597986684787
1381,13431.907083516859
1382,13433.415770402606
1383,13429.902131867102
1384,11479.88303070785
1385,13701.93545011804
1386,13532.487064574338
1387,13376.147039095973
1388,13344.678572720504
1389,13401.268517826635
1390,13416.267781145005
1391,13386.723732484725
1392,13146.802446505379
1393,13127.621405926178
1394,13020.830614700875
1395,13232.760537172664
1396,13393.136170334768
1397,13494.7023508514
1398,13310.542470135248
1399,13178.38818763623
1400,9967.18133911204
1401,10145.31630542566
1402,10215.21779271217
1403,11412.46279147645
1404,13382.063938650108
1405,13209.213120988505
1406,13309.024867925194
1407,13355.359753137114
1408,13665.220442811127
1409,12423.880274248417
1410,13334.08961308459
1411,13367.359737581788
1412,11277.374683125294
1413,13541.943251238763
1414,12346.091502442498
1415,13444.159300819376
1416,13223.462589764693
1417,13738.74280113881
1418,13729.066215926057
1419,13646.127994191407
1420,12376.563739515383
1421,12509.7148328012
1422,13424.101223355472
1423,13648.26305580988
1424,13269.482963124567
1425,13364.438228690804
1426,13450.01933832082
1427,13216.317116897517
1428,13009.65870174559
1429,13182.7430742649
1430,13122.739818106138
1431,13251.087759476444
1432,13405.943859139645
1433,13134.76905589599
1434,13055.257737153086
1435,12699.982257385454
1436,12517.697910698495
1437,13216.42601948685
1438,13162.342948332327
1439,13122.642181601532
1440,12773.398245561846
1441,13131.774362971626
1442,13482.238893029218
1443,13319.073113870172
1444,13424.301996769618
1445,13464.349541184418
1446,13683.047987367949
1447,13422.986521169421
1448,13401.322986754785
1449,13592.856392965576
1450,13763.25095790422
1451,13466.860636763882
1452,13625.053722165876
1453,13755.519765076788
1454,13904.123533590946
1455,13719.886680477997
1456,13540.810880523106
1457,13729.094551444492
1458,13944.756000569274
1459,14050.783926964841
1460,14124.537991930785
1461,13884.555064803073
1462,14033.290190757609
1463,14059.11333343405
1464,14008.270567134567
1465,14186.633249595323
1466,13701.994797085872
1467,13628.167230095954
1468,13887.883325677072
1469,13485.56913454388
1470,13332.730447581274
1471,13489.418334525004
1472,13665.346040238563
1473,13706.269277768306
1474,13577.425127176182
1475,13295.375940567747
1476,13762.123279348647
1477,13424.936214912796
1478,13391.16778297534
1479,13109.90948334148
1480,13122.366823724893
1481,13366.564457323373
1482,13677.384263032867
1483,13588.509632767335
1484,13468.428086823842
1485,13150.336211614811
1486,13331.507391606881
1487,13584.046394441442
1488,13397.90414944277
1489,13256.004185710237
1490,13272.8029802155
1491,13070.211305453413
1492,12741.906931356736
1493,12726.51228092816
1494,12536.673536921584
1495,12801.971067913099
1496,12929.230390865405
1497,13080.579813977985
1498,12802.721064439376
1499,12966.747469979176
1500,12785.182430926558
1501,12906.414560579835
1502,12722.302904429615
1503,12682.384311486228
1504,13168.257881313646
1505,13511.93361323856
1506,13333.40200316769
1507,13157.209652468606
1508,13091.664808789046
1509,13341.81931444428
1510,13107.5740326446
1511,13112.804282586945
1512,12901.089707024283
1513,12954.933220344572
1514,13070.332674690904
1515,13219.868033505141
1516,13002.432427259339
1517,13040.86167506631
1518,13157.73249866527
1519,13837.993806466908
1520,13712.820687875985
1521,13043.389755872002
1522,12938.369065354025
1523,13440.546849999477
1524,12825.923130286388
1525,12841.6605584171
1526,12647.079458542685
1527,12565.68123414455
1528,12428.137632143797
1529,12366.23980282501
1530,12009.582827626926
1531,11744.979837856208
1532,11782.10710612286
1533,11404.73848898646
1534,11614.338952570695
1535,11394.031058476092
1536,12523.972949199773
1537,14135.317365537145
1538,12402.2318152473
1539,12779.591071829786
1540,11894.454272759234
1541,11989.374723432193
1542,12262.725186883543
1543,12239.171994718508
1544,12117.578692913752
1545,12139.457909978106
1546,12707.254174985708
1547,14055.313181203792
1548,13925.411907119395
1549,13074.053078864128
1550,13058.870317525068
1551,13821.099791212899
1552,13696.07816285604
1553,13134.119692406528
1554,13151.3394344836
1555,13628.84052557045
1556,13787.450075604967
1557,13468.16760902731
1558,13736.770681130909
1559,13811.29415886711
1560,13598.018272079133
1561,13478.848000271051
1562,13427.32337412001
1563,13304.098008579862
1564,13272.348970276225
1565,13270.151368830499
1566,13180.127069127358
1567,13416.33911248124
1568,13823.910646466204
1569,14559.354248586002
1570,14871.057434958322
1571,14645.13071087166
1572,14178.102474066713
1573,13970.246814834021
1574,14457.81375350428
1575,14406.705447521592
1576,14377.288660584467
1577,14425.315913433446
1578,14550.012354094853
1579,13815.48297610119
1580,14724.18461626384
1581,14294.062755473025
1582,14146.129562685712
1583,14538.649714584895
1584,14616.227890864591
1585,14996.833798169233
1586,14947.891342455248
1587,14849.995655318056
1588,13918.547605513184
1589,14684.935480054583
1590,14412.638442617215
1591,12719.433194991288
1592,13231.281375362247
1593,14179.561511287844
1594,13071.001467114556
1595,13867.00131449566
1596,13523.94825749755
1597,13760.964646905457
1598,12568.675863934142
1599,12621.271449018246
1600,12913.6934294141
1601,12354.742318672224
1602,11756.58931162958
1603,13364.143301634014
1604,12636.853131721507
1605,13882.398881665104
1606,13857.009874062005
1607,13885.778749047417
1608,13672.419560383816
1609,13839.802378090031
1610,14167.877115376412
1611,13756.544727414373
1612,13742.806028801984
1613,13569.954702013627
1614,13519.002875774237
1615,14071.01507824463
1616,13793.366085246265
1617,14005.56800616506
1618,14074.817744284397
1619,14129.572317805918
1620,13815.13071235258
1621,13612.160883379978
1622,13399.589019450339
1623,13616.629484441592
1624,13406.762089070338
1625,13277.000849368109
1626,12002.52844288126
1627,13345.122251095932
1628,13283.692549340334
1629,13398.123471902287
1630,11174.029294476451
1631,13102.68233019312
1632,13097.61725227113
1633,10828.284134567768
1634,12849.687628060816
1635,12779.173535858821
1636,12895.349012430397
1637,12872.21754272201
1638,12622.089504029092
1639,12694.946097683438
1640,12531.682506396248
1641,12400.356326937032
1642,11177.819651882563
1643,12260.922635535873
1644,12076.71963075818
1645,12019.273951475501
1646,12318.547015541331
1647,12057.016635361317
1648,12537.975602471131
1649,12192.365285767926
1650,11918.9222488396
1651,11977.5132379443
1652,12230.5328991682
1653,11568.364552100227
1654,11692.247223724733
1655,11736.554741498148
1656,12005.224191559993
1657,11797.092872794416
1658,11846.26937970044
1659,11835.93471800014
1660,11829.705610956873
1661,11696.874281387969
1662,11670.559740461607
1663,11626.005204946916
1664,11731.60877332595
1665,11730.787772965035
1666,11593.53410723245
1667,12682.35450286948
1668,11484.570212816032
1669,11612.285701183968
1670,11606.606948247842
1671,11380.855646985307
1672,12498.688741886665
1673,12238.245557338652
1674,12860.524588703729
1675,13064.40563203527
1676,13175.88403269328
1677,13080.949662874471
1678,12531.38556941785
1679,12331.93822460647
1680,12287.269314701254
1681,12098.479305109244
1682,11874.913629244362
1683,11948.238463199075
1684,12239.401567582949
1685,12155.803375001167
1686,12201.824152675754
1687,11972.114946562166
1688,12459.587048551193
1689,12057.486876798801
1690,11839.654451617764
1691,11981.310380056137
1692,12105.710933457796
1693,12390.82705473043
1694,12310.393099333904
1695,12129.623874888688
1696,12589.273057006947
1697,12313.24890739975
1698,11909.117037072032
1699,12335.188720339069
1700,12514.664161341869
1701,12740.649676028801
1702,12805.79167576925
1703,12837.574655718789
1704,12650.460262533785
1705,12945.373266214416
1706,12984.571817017417
1707,12714.962108410427
1708,12822.586071601896
1709,12503.18569229632
1710,12655.51926342711
1711,12903.987276487514
1712,12971.020087016752
1713,12652.115455633939
1714,12758.873246129651
1715,12682.8376249275
1716,12277.786065107408
1717,12729.93734351782
1718,12697.77693804382
1719,12871.446901708177
1720,13202.924582868727
1721,13422.856606524143
1722,13428.371198500932
1723,13317.735479603853
1724,13200.486460971126
1725,13217.798636598334
1726,13296.189133179621
1727,13299.863292512966
1728,13183.589114103524
1729,13418.935112196603
1730,13339.14627531746
1731,12737.604751292916
1732,13262.714821194331
1733,13419.919014068948
1734,13156.955153036246
1735,13185.960095493538
1736,13391.571912868836
1737,13295.160675133151
1738,13156.161191371906
1739,13402.21758643465
1740,13464.923047295079
1741,13632.558247313524
1742,13504.561416082379
1743,13413.02772036017
1744,13230.525640554792
1745,13206.613424078181
1746,13132.22225509103
1747,13153.43445240996
1748,13626.297324102436
1749,13636.857188486585
1750,13764.857141442699
1751,13601.881860829044
1752,13389.009275957502
1753,12962.48148077393
1754,12611.124869746562
1755,12784.466117871967
1756,11187.6528788854
1757,13700.291959140455
1758,13789.426279603715
1759,13877.11731483948
1760,13635.848592358301
1761,13623.831401104133
1762,13537.592729531812
1763,13577.977523462496
1764,13343.882573137938
1765,13526.096046540506
1766,13184.633908186446
1767,13230.750061576045
1768,13210.843427298207
1769,13657.514155532917
1770,13997.276926655433
1771,14162.341424678358
1772,14351.509394769491
1773,14142.613207434128
1774,14256.124526665955
1775,14097.096607433748
1776,14015.568451360927
1777,14060.965646667459
1778,14002.972897372227
1779,13717.603358051902
1780,13546.493275793007
1781,13180.65567721293
1782,13019.267459297222
1783,13134.0745604915
1784,13255.16823712509
1785,13455.477100143356
1786,13666.959563393559
1787,13642.207758047107
1788,13514.572232846935
1789,13289.41051495286
1790,13224.347017847009
1791,13140.30068205887
1792,13193.941385738348
1793,13426.65299450468
1794,13416.04942768103
1795,13376.405024660475
1796,13265.642965007251
1797,13218.779731771716
1798,13294.659314296874
1799,13348.816967629013
1800,13303.184598203938
1801,13283.42323590663
1802,13329.265206950906
1803,13292.759899760931
1804,13329.783922069862
1805,13582.33662164071
1806,13546.16675648209
1807,13649.65192705844
1808,13658.339967661228
1809,13762.077387972326
1810,13594.37166438854
1811,13708.50586043899
1812,13556.475305302607
1813,13485.476206208521
1814,13360.70934474399
1815,13532.633371795771
1816,13469.658314165534
1817,13235.652676015698
1818,13280.331754335499
1819,13134.188620591207
1820,13386.663525253065
1821,13513.56544531146
1822,13207.374232429784
1823,13290.943782312554
1824,13268.922324279029
1825,13485.886916091968
1826,13280.392120743503
1827,13272.513233816631
1828,13489.841621883634
1829,13394.888949279164
1830,13258.796121934814
1831,13232.59833091896
1832,13360.173965202983
1833,13358.08468757074
1834,13414.789895174745
1835,13231.028589104943
1836,13254.06675005003
1837,13286.707791213106
1838,13370.93410855837
1839,13229.418009881163
1840,13268.60979307686
1841,13220.270812141092
1842,13201.499217124692
