frame,smvs
365,13013.361683202695
366,13301.01494722913
367,12407.209806778563
368,12837.168860094276
369,12734.141500971675
370,11802.007761255238
371,11797.102108577994
372,12413.002102839706
373,13269.949502622601
374,13594.19096108852
375,11673.956345639515
376,12830.219966305487
377,13052.075284126438
378,12889.259813300088
379,12848.337572094624
380,13533.583062221283
381,12564.827272643592
382,12435.507324832992
383,12086.347643492545
384,13393.183359602474
385,12431.100222129298
386,12048.922075648245
387,12123.743822250972
388,12257.794666372698
389,13845.658437514296
390,13849.10251107435
391,13637.988543264806
392,12855.610795207605
393,12879.732086290996
394,12834.539937697622
395,13065.01345378559
396,13535.121585336865
397,13473.433287476424
398,13564.336288928615
399,13204.094789642353
400,13375.112232281383
401,13946.442991445812
402,13686.88272789502
403,14205.377366961562
404,14094.974925158087
405,14832.899464202637
406,14800.438208904648
407,14843.950963330004
408,15172.003773585202
409,15497.440830303129
410,15675.481886590049
411,14405.202084749324
412,13945.70709889575
413,14037.031233858825
414,13353.642507426248
415,13629.032867675172
416,13886.40735891861
417,13614.297851751264
418,14143.87105517119
419,14189.593687332765
420,13886.976517708223
421,13898.809102098578
422,13895.599637310732
423,13830.99379690406
424,14485.225791968809
425,14179.824566456824
426,14222.820835525172
427,14470.198365173032
428,14371.944209676472
429,14459.457480421172
430,14288.737165386676
431,14648.841704718163
432,14603.69034298853
433,14404.060099048484
434,14418.57968714185
435,14641.939282026267
436,14960.794126609508
437,15092.551908919499
438,14575.12485905981
439,14543.426619004487
440,14420.056914206503
441,14591.860320506781
442,14318.276744063825
443,14673.224793684374
444,14775.496129151841
445,14836.022662165104
446,14633.988681003611
447,14859.608236841605
448,14740.126030546373
449,14777.922516383198
450,14666.93120296173
451,14554.444864321042
452,14940.221269408063
453,14988.462285329653
454,14918.995470595446
455,15088.582050732984
456,15226.522102205554
457,15109.017761967549
458,14925.032865435525
459,15231.851540226562
460,15082.541255792808
461,15281.57746373058
462,15236.160620486558
463,15365.433885394159
464,15432.660286243055
465,15226.588307775053
466,15078.142710356222
467,15232.024002358645
468,15118.432537259501
469,14829.27039473746
470,14755.383037719352
471,14659.941535694517
472,14447.72706427724
473,14275.896522303896
474,14499.315523482943
475,14293.782141724741
476,14505.936211714055
477,11982.236367558711
478,12089.377073603546
479,12092.852172989822
480,14335.46832033136
481,14113.728876200696
482,14152.338957920954
483,11817.846419283558
484,11722.4791582732
485,11798.038629120809
486,12035.529019823654
487,12087.308568315113
488,12849.080231731668
489,12922.982042199408
490,13056.655646547899
491,13248.661274537475
492,13125.799026365063
493,13128.869650878269
494,13209.85540492864
495,13102.16937296415
496,13104.567634208292
497,13055.967720691113
498,13192.15371338424
499,13226.662535059002
500,11894.462258418915
501,11962.404288011157
502,12043.030157012123
503,13138.490017292857
504,13227.637177790866
505,13289.293711954293
506,13452.644620779758
507,12384.949464683246
508,13099.225104394696
509,12866.737578244234
510,12879.834042432662
511,13164.250347066854
512,13065.260920666069
513,12822.919286868439
514,12683.485722929401
515,12919.859406941274
516,13250.564808038373
517,12918.169075921462
518,13252.290588995444
519,13211.90855054294
520,13093.25177534298
521,12996.794525908404
522,13142.201884018466
523,12583.967789782946
524,12730.071147370232
525,12591.00159240752
526,12530.275466675788
527,12411.68616663348
528,11910.229252124711
529,11448.889606374873
530,11685.856032652111
531,12210.479371413214
532,12611.229299740346
533,11883.484405515628
534,11383.583828429439
535,11230.823974108936
536,11188.711267453918
537,10736.89006605135
538,10737.444524097064
539,10966.2961875784
540,10744.908347588731
541,10569.16151620035
542,10325.542366892156
543,10191.40253468308
544,9960.400642112108
545,9923.112292203426
546,13752.360616235159
547,13785.22547033983
548,13910.637126322084
549,11292.049191275553
550,13487.465609696677
551,13725.753020743472
552,14637.423972100889
553,11346.045597034208
554,13910.66150026091
555,10723.33259436106
556,12276.22873815334
557,14026.257014833925
558,13723.77029985374
559,13588.27605721832
560,13695.079283710395
561,13588.923959566737
562,12921.10599124667
563,13337.189010753873
564,13001.413241748767
565,13162.6421918895
566,13360.851951377314
567,12948.54208065973
568,13373.24417671029
569,13551.620693485316
570,13480.725254533461
571,13660.107300461137
572,13315.797442597684
573,13791.98591170916
574,13703.55972906927
575,13313.150321536637
576,14447.96451296767
577,13331.015378060461
578,13100.035785183172
579,13608.767433822497
580,13362.092870167808
581,13181.651363284021
582,12991.765106551038
583,13380.666388501297
584,12953.16474838285
585,13194.989708586203
586,13014.244978668361
587,12784.424792148575
588,13131.11417321095
589,13184.004665893686
590,14023.70099672682
591,14119.395151668246
592,13808.089284962867
593,13258.46601550902
594,12712.986001518866
595,14053.945389502342
596,12977.175970703032
597,12710.658487883833
598,12299.133512397264
599,11763.351797850668
600,13664.907522890804
601,12737.991506158074
602,12893.53422020161
603,12834.227668806627
604,12740.356239047565
605,12237.961477133329
606,12124.122048889976
607,12828.763088698857
608,12897.782303170718
609,12863.758687117774
610,12779.366538853737
611,12642.844599670236
612,12275.075765471523
613,13208.470819053739
614,11961.4988838993
615,12490.164701193717
616,12608.803398079079
617,12226.41949667014
618,13451.031996919324
619,12198.040503886436
620,12192.70200688014
621,13325.653329711153
622,13284.569460702744
623,11808.031522864423
624,11997.043274731497
625,12031.706834930443
626,11928.067688182218
627,13451.370414360665
628,13810.107246184261
629,13607.187121157896
630,13969.141160959605
631,13755.822025144887
632,13728.030778028304
633,13572.576536700537
634,13417.474341309138
635,11822.917832769921
636,12965.035502256947
637,11493.686825726914
638,13704.569789098483
639,13827.118933832582
640,13861.05552658673
641,13848.353677075595
642,13778.108662611332
643,13586.372979542168
644,14119.403362221461
645,14011.496873177644
646,13875.56975196816
647,13912.559071319156
648,11597.168186233846
649,13879.461499650282
650,13313.200471844086
651,13338.818620664757
652,13824.800364505227
653,13250.599951545439
654,14046.88884779148
655,12680.534027833031
656,12519.422295681134
657,12714.662698983006
658,12700.591094038697
659,13182.632313020194
660,12715.083168572486
661,13534.285256991681
662,13342.703663320852
663,13178.969847443961
664,13011.05636805109
665,14298.35011042536
666,13684.441905614478
667,14603.647675366541
668,14642.400208794412
669,14376.345338997313
670,13286.8379163554
671,13462.005139649502
672,13445.849724180169
673,13174.06115316157
674,13227.973659203959
675,13990.795383527135
676,13220.859533243725
677,13133.170814205158
678,13319.887306404371
679,13681.179041773754
680,13370.127830708847
681,13321.945057996023
682,13328.582671783986
683,13135.76057865032
684,13623.449637533196
685,13817.345596428753
686,14974.586522493062
687,14055.227290146058
688,14334.926294049614
689,14349.984234658848
690,15036.640772847382
691,14203.146776165117
692,14277.693390782899
693,14724.691359882958
694,14700.492496037894
695,15327.505042737213
696,14583.274321757288
697,15353.904018386229
698,14845.363994469859
699,14817.519526873386
700,14883.865266501813
701,14859.67590418549
702,15098.953669673123
703,15543.001516152994
704,15501.396038405348
705,15209.145482484486
706,15272.78926323418
707,14822.061389946672
708,15642.511450605663
709,15520.877187558523
710,15540.275468525344
711,15585.86682848433
712,16203.636286922469
713,15745.264863891169
714,16033.657120899617
715,16193.600979606048
716,16357.137531271486
717,16194.81286073848
718,16184.436787241828
719,16697.19407048682
720,16107.60718629839
721,16311.809175799974
722,16428.339147655937
723,16152.23979222512
724,15751.685282654373
725,15693.47573997883
726,15751.09668284255
727,15725.887182969775
728,14962.210963856647
729,15191.147802225752
730,15138.40007389972
731,16330.974321273809
732,14828.705325624931
733,14564.028634075054
734,14373.800281393833
735,15064.10508361874
736,14506.438248007145
737,14635.438533143677
738,15047.51165133503
739,14681.014517987049
740,14744.337121860737
741,14176.671255543655
742,14150.955635857452
743,14273.73925097912
744,13959.12193629454
745,13726.321645740922
746,13282.56375765417
747,12762.465771014167
748,13057.82466548785
749,12968.27098802702
750,12648.912274817227
751,14820.69873115849
752,12463.44014719409
753,12726.273540585582
754,12582.816647054697
755,12171.287971489495
756,12086.969453103686
757,11976.36446154847
758,11780.162229128335
759,11652.53384385493
760,11591.657251640107
761,11786.107666471213
762,11878.522084994396
763,11625.167625713319
764,11618.362060863727
765,11370.371337091543
766,11685.489481304603
767,11733.384600278481
768,11806.429881661286
769,11733.18392220198
770,13090.20397137085
771,13002.152312906981
772,12077.823783963835
773,13380.956559122302
774,13567.355606603644
775,13479.690615695914
776,12632.602605283342
777,12162.731087889244
778,13343.61129868468
779,13599.738660862435
780,13951.416039043
781,13970.98922043192
782,13644.953601783283
783,13822.892451977299
784,13679.433681864033
785,13163.264730694136
786,13037.12069748453
787,13326.427765392767
788,13321.363715155925
789,13148.415338675231
790,13149.506818444523
791,13018.91411211657
792,13372.587023515396
793,13310.888281380076
794,13462.213585469466
795,13355.668512878543
796,13434.416724638484
797,13251.95467539892
798,12956.22575910705
799,12600.321026679645
800,12129.633963170341
801,12103.81260626523
802,15317.549031567238
803,12889.133644049882
804,13617.642004244255
805,13807.958763591376
806,14530.10170109703
807,14582.0555892406
808,14209.199291777864
809,14187.937916465098
810,14386.37719968559
811,14182.764628564842
812,14056.069487768642
813,13592.65623798374
814,14647.91113021518
815,13655.476841938615
816,13382.57797945138
817,13282.7005421539
818,13368.222473731379
819,13165.544627263418
820,13513.475802093906
821,12959.25332008605
822,13219.850008392237
823,13319.083059472017
824,13406.552722209051
825,13724.830850156923
826,13258.811334926631
827,12953.264768301704
828,13109.227927844035
829,12930.072411758478
830,12833.442056747997
831,12800.186215268683
832,13212.648719886514
833,13191.417301561243
834,13235.597866176926
835,13141.542759319424
836,12712.589910479008
837,12866.846265933626
838,12848.596332941239
839,12825.326568125094
840,12626.501627396761
841,12263.13157067466
842,12087.25938631425
843,12713.090604938901
844,12584.788500185825
845,12207.230216468513
846,12359.963557419094
847,12386.719643186016
848,12504.211505646706
849,12490.205937199898
850,12697.028477944063
851,12150.872636356042
852,12906.16189935012
853,12764.77209382919
854,12434.975485144754
855,12302.804986921736
856,12235.806840329222
857,12443.408446317213
858,12475.600263295362
859,12648.618922068823
860,13067.832943209605
861,12763.068504571102
862,12729.698796969482
863,12395.567321843086
864,12510.281151919911
865,12210.76087273853
866,12734.290856232454
867,12489.070863770186
868,12243.070486438575
869,12568.375910195724
870,12676.377029280313
871,12362.73416484566
872,12474.543139379522
873,12416.399285381814
874,12962.75162268304
875,12264.067680219565
876,12061.098154229812
877,13364.855249192571
878,13353.205142488185
879,12474.94903158449
880,12742.745846537038
881,12616.388615203494
882,13068.91155649695
883,12819.714586524999
884,12757.30814061522
885,12336.34983385993
886,13151.354927474438
887,12461.244011422132
888,12730.05157687231
889,12948.68763025907
890,12625.207143234906
891,12836.36357056133
892,12692.41967999404
893,12788.36557252047
894,12682.835505262827
895,13323.356650078305
896,13642.992940610136
897,12466.278016065738
898,13431.345870124227
899,12747.012331706514
900,13629.692342838885
901,13104.246708211584
902,13123.155213692222
903,13335.029655191045
904,12826.472954128029
905,13804.200717328342
906,13187.326785158872
907,13309.748594421832
908,13546.268684209306
909,13845.25693824533
910,13446.270641897647
911,13570.055523866127
912,13702.21380914807
913,13897.502674064412
914,13785.001117653432
915,14063.87642917615
916,13921.019225217298
917,14394.045651820283
918,14414.661082844417
919,14837.511282625479
920,14113.740985557246
921,14712.53779038003
922,14029.985815223275
923,14811.374715437663
924,14306.79166473574
925,14144.591871733039
926,14279.484060639175
927,14471.857388376964
928,14567.54396897112
929,14615.943107296589
930,14160.826517355628
931,14537.112789219243
932,14677.73980826588
933,14751.276562023219
934,14856.409948249042
935,14606.50170621905
936,14741.873186901006
937,14598.927254699442
938,14499.759491264018
939,14418.794019733386
940,14181.588028449436
941,14845.183121071534
942,15085.279411150765
943,14933.863201990838
944,14799.710672401425
945,14723.596516327027
946,15065.222299695553
947,14796.923551640586
948,14794.197673545024
949,14772.058128955305
950,14715.746779602634
951,14791.938311017304
952,14835.630408444085
953,14568.529607467413
954,14491.095721629386
955,14561.930977861442
956,14415.971477838288
957,14327.815898260333
958,14565.86948708653
959,14621.243034759827
960,14487.143385826233
961,14694.816321773471
962,14651.813838281028
963,14484.6796759623
964,14686.49373790959
965,14654.589478173237
966,14700.397089221748
967,14748.150761010775
968,14834.141714026082
969,14960.6756102751
970,14999.79989275592
971,14826.609603967983
972,14990.664985152149
973,14693.270898092711
974,15136.404567957738
975,14689.421758773531
976,14061.671816749045
977,14162.579860747532
978,14172.493433082824
979,14727.057618809393
980,14394.998113275771
981,14388.28895613805
982,13556.596342882733
983,14149.028877638326
984,14268.739092176871
985,14039.678828185171
986,13866.107141821669
987,13923.779688124241
988,13988.536742610246
989,13536.124750515133
990,14024.236767029422
991,14144.408819349881
992,13960.792303231769
993,13933.489932591678
994,13991.494639728295
995,13646.413147367442
996,12568.606869115314
997,13249.473268871101
998,12706.66048752983
999,13221.923650229812
1000,14031.449385633143
1001,12912.61394949398
1002,12977.903582206909
1003,12899.900991885943
1004,13100.953063474064
1005,13098.624549103886
1006,14490.457900817484
1007,13235.964384187879
1008,13269.29030786492
1009,13468.094388496827
1010,13162.414215688328
1011,13365.612984408723
1012,13273.000364826637
1013,13291.390452654328
1014,12983.716128175827
1015,13287.403020200923
1016,13102.763782336453
1017,13053.65387556859
1018,13341.441550651032
1019,13541.997038302823
1020,13562.93376177253
1021,13915.73538550493
1022,14464.833908056778
1023,13513.732016623992
1024,13795.444408647036
1025,14019.097325977036
1026,14303.793961013054
1027,14403.008774010528
1028,14091.247222156442
1029,14286.911246815345
1030,13523.170115444931
1031,13974.336451643117
1032,13552.253586641813
1033,13398.776595337975
1034,13537.12349743557
1035,13715.901251389274
1036,13975.963163322951
1037,13525.938382216948
1038,13749.462952389074
1039,14134.276913024389
1040,14396.124309010327
1041,13871.361223048172
1042,13834.814741719036
1043,14598.300464022099
1044,14041.158812848367
1045,14074.759674813218
1046,13995.00443101188
1047,14768.453714389405
1048,13802.205348730893
1049,14588.833717980413
1050,14936.392692768699
1051,14698.930092354149
1052,14782.027894837483
1053,14965.007018866876
1054,15182.220111064933
1055,15485.423310459564
1056,15362.533486497116
1057,15250.851942193602
1058,15371.90112027918
1059,13694.116208109925
1060,15364.754870363782
1061,13376.230892112908
1062,15248.246292004023
1063,15739.674050274409
1064,15751.454453497628
1065,15868.88082575355
1066,15092.239263851297
1067,16166.893400547026
1068,15949.753321043221
1069,16225.660244123039
1070,16050.21887247756
1071,16315.513858677159
1072,16660.124226641747
1073,16817.72553750678
1074,16656.3689605513
1075,16899.248961767917
1076,16379.254520956267
1077,16329.956333335522
1078,15332.202926635739
1079,15524.440090005006
1080,15931.07556436708
1081,15442.164018154206
1082,16111.664477694998
1083,16385.885167127635
1084,16609.85025013547
1085,15359.394756111084
1086,16782.766496363056
1087,16740.126369699214
1088,16625.286784751774
1089,16676.325953224423
1090,16468.676614553322
1091,16226.37757988966
1092,16520.981852261386
1093,16443.52151818357
1094,15751.448368702051
1095,14838.071679618002
1096,16050.101314988307
1097,14858.35094748286
1098,16062.730938526798
1099,16127.290324550648
1100,15935.613167977974
1101,15134.808869133449
1102,15647.13785016333
1103,15522.423786068133
1104,13928.582532627706
1105,13757.816699277126
1106,13330.310470538927
1107,13223.681217045827
1108,13320.6153355367
1109,13310.369891674161
1110,13046.448844921551
1111,13097.051694176953
1112,13538.689880163298
1113,13885.20072712659
1114,13649.706996189789
1115,14102.330420719605
1116,13790.78771195211
1117,13300.490573825266
1118,13348.297830543046
1119,14579.568698115545
1120,14149.960548437388
1121,14216.232947466508
1122,13780.148473379313
1123,13780.451217458445
1124,14602.667154317314
1125,14382.549582659633
1126,14944.01227321015
1127,14400.474396724756
1128,14222.79924601331
1129,14059.23039724181
1130,14309.276425642563
1131,14119.220485827866
1132,14005.993107950937
1133,13533.138191318405
1134,13408.880102627032
1135,13700.979960943561
1136,13781.716743741132
1137,13533.66699507949
1138,13351.853928921155
1139,13396.33284162379
1140,13225.8732663222
1141,13151.480014744413
1142,12814.515571869597
1143,12683.677343491649
1144,13011.738414086098
1145,13078.160029373612
1146,12941.138074304858
1147,12865.710251400635
1148,12920.857373394443
1149,12793.969032964511
1150,12773.218219643013
1151,11880.13359017394
1152,12893.700797623622
1153,13055.288466845612
1154,13173.644636936779
1155,12987.876199237724
1156,12930.677001334378
1157,12962.48888652358
1158,13182.925985451258
1159,13060.461589247929
1160,13039.955427264778
1161,12865.538244322388
1162,13306.748168401275
1163,13243.038389146051
1164,13013.156838712768
1165,12815.899660619149
1166,13194.306470365791
1167,13210.916418557306
1168,12712.983774957906
1169,13386.632034868924
1170,12944.009645702801
1171,13427.85418982656
1172,13765.17106205153
1173,13609.673762726457
1174,13521.241934844596
1175,13527.87945711618
1176,13562.593889089936
1177,13623.401924161884
1178,13518.755864504818
1179,13429.89360560173
1180,13167.998825101522
1181,12934.160046791592
1182,13726.802486622386
1183,13517.974404672694
1184,13264.911336836909
1185,12503.47028001338
1186,12907.18850427331
1187,13244.442544510996
1188,13017.568074286284
1189,13681.123852076382
1190,13387.345796317526
1191,13205.759770581228
1192,13030.967074231003
1193,12948.58248357805
1194,12921.984184560712
1195,13443.799120694093
1196,13501.129269573226
1197,13299.697949141397
1198,13404.04303033809
1199,13737.23990863942
1200,13706.679459950155
1201,13519.522857725662
1202,13374.966901249803
1203,13250.249178585726
1204,13479.5116196613
1205,13451.88372425568
1206,13729.587804988852
1207,11147.099902635686
1208,13761.769415053732
1209,13931.113858181947
1210,13755.274593042737
1211,13413.043810870578
1212,13576.61543486709
1213,13855.512996086389
1214,14199.989467755828
1215,14235.869231155139
1216,14183.838187277535
1217,11436.368479615761
1218,14137.174679166072
1219,14086.538974671861
1220,14190.449789312885
1221,13959.061468092243
1222,14065.443380187631
1223,14156.743280492734
1224,14328.392885528716
1225,14255.364333856638
1226,14402.77640576306
1227,11674.542709724054
1228,13211.060806879674
1229,14629.364617627454
1230,14585.59934525073
1231,14323.742199529268
1232,13957.389786126329
1233,14535.590120525087
1234,14237.640290612648
1235,14086.405397999817
1236,13513.69142449298
1237,14769.507185627344
1238,14633.515080694615
1239,14621.073191851889
1240,13738.15758375446
1241,14449.732019585512
1242,13651.589446775444
1243,14566.203747692238
1244,14057.257788374578
1245,9549.462374260502
1246,14947.104365081928
1247,15090.016942910795
1248,14871.649343518207
1249,14791.608703737007
1250,14560.739872980317
1251,14439.994566541314
1252,14212.030540849015
1253,14035.618730309421
1254,13905.305099062842
1255,14034.425711658138
1256,13944.569722840984
1257,13498.263266883068
1258,13197.164160382283
1259,12862.013982065731
1260,12774.122811582207
1261,12908.00876620253
1262,12644.313896923977
1263,9750.96718572876
1264,12453.252735637381
1265,12243.84827453653
1266,12251.580226271197
1267,12081.252213151978
1268,9892.7766110132
1269,11892.671532475077
1270,10459.668515944386
1271,11958.232446108885
1272,11761.234016770804
1273,11831.41506277296
1274,11925.11624257651
1275,11882.42037476844
1276,11681.74696483363
1277,11760.435613422755
1278,11629.766141889035
1279,11658.445612078922
1280,11438.274455401657
1281,11595.746661846326
1282,11649.804523833829
1283,11900.498994091091
1284,11999.402730419815
1285,11430.733765559757
1286,11611.393320930141
1287,11853.129815195429
1288,11744.203317611526
1289,11772.329892399775
1290,11777.947665508203
1291,11999.25301088793
1292,12133.104776814482
1293,12637.440617749646
1294,12298.260118711285
1295,11992.632036432675
1296,12243.932088518502
1297,12032.286147421268
1298,12267.504909289955
1299,12000.251095043537
1300,12160.502744463003
1301,12329.65626348643
1302,12791.553406191704
1303,12650.621808079688
1304,11497.081756005673
1305,12564.716428347116
1306,12637.55533883247
1307,12984.570255850478
1308,12757.926719849207
1309,12904.798113826904
1310,12947.256498279206
1311,13554.30513993473
1312,13487.83702140855
1313,13223.376105487654
1314,13468.061365674646
1315,13693.892126624958
1316,13915.180753604307
1317,13840.819098963839
1318,13783.381353227765
1319,14309.92203858267
1320,14299.08751802434
1321,14614.325447790197
1322,14293.059057781113
1323,14346.391570191283
1324,14427.709734427941
1325,13541.474371137852
1326,14433.441916165075
1327,14457.77045606713
1328,14635.679192545365
1329,14446.776945197584
1330,14544.905694017618
1331,14388.760665461734
1332,13677.824765132276
1333,14412.346471928693
1334,13969.720465098553
1335,14531.486745063443
1336,14473.528971190026
1337,13467.744653943362
1338,14536.408316810172
1339,13526.300895112694
1340,13924.526213191277
1341,13391.342206847461
1342,13105.182118894349
1343,13551.767958920997
1344,13469.608910240018
1345,13534.316037995379
1346,13653.389614096383
1347,13826.842672504352
1348,13922.496673005484
1349,12970.30398424404
1350,13572.759694824103
1351,12761.44544396901
1352,13763.646145190774
1353,13915.383761398858
1354,13603.915100700833
1355,13600.411988377813
1356,13581.919957787819
1357,13585.68216551433
1358,13334.026826097752
1359,13289.220399879101
1360,13003.494894764057
1361,12838.711261314234
1362,13009.765294841582
1363,12848.243284965989
1364,12812.140127411398
1365,12934.825045678184
1366,13112.80913918167
1367,12604.87349793538
1368,12380.04417064779
1369,12268.986803838297
1370,13135.846930354286
1371,13136.138571177864
