number,value,datetime_start,datetime_complete,duration,params_mirror_pos_x,params_mirror_pos_y,params_param_swing_speed,state
22,0.0,2026-01-12 20:33:45.156940,2026-01-12 20:33:45.161940,0 days 00:00:00.005000,50.089973702454074,104.26365150695439,6.33927599218758,COMPLETE
23,0.0,2026-01-12 20:33:45.161940,2026-01-12 20:33:45.166948,0 days 00:00:00.005008,20.15734387727121,37.02440268425895,6.546114183947026,COMPLETE
24,0.0,2026-01-12 20:33:45.166948,2026-01-12 20:33:45.178455,0 days 00:00:00.011507,34.59505987785831,66.20252412528353,4.542999158294975,COMPLETE
25,0.0,2026-01-12 20:33:45.178455,2026-01-12 20:33:45.183456,0 days 00:00:00.005001,14.89363329066093,80.56835657326005,6.969767803098986,COMPLETE
26,0.0,2026-01-12 20:33:45.183456,2026-01-12 20:33:45.194828,0 days 00:00:00.011372,49.69845046224535,56.67378865925597,12.86989363887596,COMPLETE
27,0.0,2026-01-12 20:33:45.194828,2026-01-12 20:33:45.199193,0 days 00:00:00.004365,2.931340565675793,35.636539907887574,12.608627748205155,COMPLETE
28,0.0,2026-01-12 20:33:45.200195,2026-01-12 20:33:45.205769,0 days 00:00:00.005574,-8.9606969622431,2.1736866397906995,10.862999520794666,COMPLETE
29,0.0,2026-01-12 20:33:45.206770,2026-01-12 20:33:45.211768,0 days 00:00:00.004998,-14.430165366033751,104.96161294613368,1.4265381301930207,COMPLETE
30,0.0,2026-01-12 20:33:45.211768,2026-01-12 20:33:45.213138,0 days 00:00:00.001370,-11.67871548741827,18.746876153561168,13.314310125139786,COMPLETE
31,0.0,2026-01-12 20:33:45.213138,2026-01-12 20:33:45.218330,0 days 00:00:00.005192,56.02487605568973,25.26289826079006,4.6720142661891915,COMPLETE
32,0.0,2026-01-12 20:33:45.218330,2026-01-12 20:33:45.227735,0 days 00:00:00.009405,36.023052883394485,95.8686894122758,2.826329286048783,COMPLETE
33,0.0,2026-01-12 20:33:45.227735,2026-01-12 20:33:45.232868,0 days 00:00:00.005133,14.994031052745918,70.4857593215655,12.574996303093805,COMPLETE
34,0.0,2026-01-12 20:33:45.232868,2026-01-12 20:33:45.243842,0 days 00:00:00.010974,27.5664052897922,52.128728518169204,4.960685901016469,COMPLETE
35,0.0,2026-01-12 20:33:45.243842,2026-01-12 20:33:45.243842,0 days 00:00:00,-16.992898274756225,69.82954242678443,10.095800470652016,COMPLETE
36,0.0,2026-01-12 20:33:45.243842,2026-01-12 20:33:45.250670,0 days 00:00:00.006828,-2.663437515790534,58.14071142231211,14.555105949116573,COMPLETE
37,0.0,2026-01-12 20:33:45.250670,2026-01-12 20:33:45.261656,0 days 00:00:00.010986,51.55153442071415,64.55281169358673,12.452468138448396,COMPLETE
38,0.0,2026-01-12 20:33:45.261656,2026-01-12 20:33:45.276057,0 days 00:00:00.014401,-10.326817352690227,62.58246058515634,7.426707309482619,COMPLETE
39,0.0,2026-01-12 20:33:45.276057,2026-01-12 20:33:45.285855,0 days 00:00:00.009798,50.84858701046397,109.59499544176016,6.224014759149004,COMPLETE
40,0.0,2026-01-12 20:33:45.285855,2026-01-12 20:33:45.292062,0 days 00:00:00.006207,5.65461849561774,105.63004172184029,7.426380408775062,COMPLETE
41,0.0,2026-01-12 20:33:45.292062,2026-01-12 20:33:45.294317,0 days 00:00:00.002255,15.345506347467087,52.55786578806452,8.502618702235216,COMPLETE
42,0.0,2026-01-12 20:33:45.294317,2026-01-12 20:33:45.299682,0 days 00:00:00.005365,8.351807481694173,28.74083267883469,1.179867629761353,COMPLETE
43,0.0,2026-01-12 20:33:45.299682,2026-01-12 20:33:45.313395,0 days 00:00:00.013713,-16.47294143435503,57.51224258302811,5.371618925270423,COMPLETE
44,0.0,2026-01-12 20:33:45.313395,2026-01-12 20:33:45.316037,0 days 00:00:00.002642,14.73108190671367,52.00832491109688,12.42273210950721,COMPLETE
45,0.0,2026-01-12 20:33:45.316037,2026-01-12 20:33:45.327326,0 days 00:00:00.011289,-4.392470016211334,42.383192617469255,7.810384931047789,COMPLETE
46,0.0,2026-01-12 20:33:45.327326,2026-01-12 20:33:45.335557,0 days 00:00:00.008231,-14.035184571764194,93.03871206712081,0.6645656981600606,COMPLETE
47,0.0,2026-01-12 20:33:45.335557,2026-01-12 20:33:45.343992,0 days 00:00:00.008435,34.306954279450075,117.11655635694243,5.715046650038429,COMPLETE
48,0.0,2026-01-12 20:33:45.343992,2026-01-12 20:33:45.353893,0 days 00:00:00.009901,30.361864574678144,1.5867141501805637,8.361448514340056,COMPLETE
49,0.0,2026-01-12 20:33:45.353893,2026-01-12 20:33:45.363962,0 days 00:00:00.010069,27.590331042583585,106.12999492264525,6.39518099578068,COMPLETE
50,0.0,2026-01-12 20:33:45.363962,2026-01-12 20:33:45.377005,0 days 00:00:00.013043,42.00996110416594,75.5934597847334,9.519875910187075,COMPLETE
51,0.0,2026-01-12 20:33:45.377005,2026-01-12 20:33:45.387125,0 days 00:00:00.010120,23.716274628647337,43.028930091817465,10.279670533154356,COMPLETE
52,0.0,2026-01-12 20:33:45.387125,2026-01-12 20:33:45.396618,0 days 00:00:00.009493,42.69421534753616,44.390214516123514,0.10196469853427703,COMPLETE
53,0.0,2026-01-12 20:33:45.396618,2026-01-12 20:33:45.411516,0 days 00:00:00.014898,59.96732375878243,46.95806514131094,9.232692551867164,COMPLETE
54,0.0,2026-01-12 20:33:45.411516,2026-01-12 20:33:45.420489,0 days 00:00:00.008973,-6.388311535416118,37.632780282227344,11.1144816059525,COMPLETE
55,0.0,2026-01-12 20:33:45.420489,2026-01-12 20:33:45.441256,0 days 00:00:00.020767,19.9811734479511,17.65502751410387,10.24969551603769,COMPLETE
56,0.0,2026-01-12 20:33:45.441256,2026-01-12 20:33:45.457650,0 days 00:00:00.016394,1.453654925080194,48.17697077940136,3.842105133732598,COMPLETE
57,0.0,2026-01-12 20:33:45.457650,2026-01-12 20:33:45.470535,0 days 00:00:00.012885,38.67352839540833,32.83894311044388,11.925403897045712,COMPLETE
58,0.0,2026-01-12 20:33:45.470535,2026-01-12 20:33:45.470535,0 days 00:00:00,20.265798740873,86.0129969780358,9.780444293193975,COMPLETE
59,0.0,2026-01-12 20:33:45.481198,2026-01-12 20:33:45.494124,0 days 00:00:00.012926,45.39361336944385,74.87247235819443,9.022524169288637,COMPLETE
60,0.0,2026-01-12 20:33:45.494124,2026-01-12 20:33:45.508659,0 days 00:00:00.014535,9.871275453232581,55.13540944917887,10.662049537287881,COMPLETE
61,0.0,2026-01-12 20:33:45.508659,2026-01-12 20:33:45.518767,0 days 00:00:00.010108,3.798392364751564,39.73271425639085,11.464841696325385,COMPLETE
62,0.0,2026-01-12 20:33:45.518767,2026-01-12 20:33:45.530649,0 days 00:00:00.011882,7.620151810645883,82.34678716079696,8.689885825081143,COMPLETE
63,0.0,2026-01-12 20:33:45.530649,2026-01-12 20:33:45.545190,0 days 00:00:00.014541,0.013224999166776996,47.77691197341685,1.6225661152543875,COMPLETE
64,0.0,2026-01-12 20:33:45.545190,2026-01-12 20:33:45.564530,0 days 00:00:00.019340,11.627817826498184,61.140327458982654,3.479061237483526,COMPLETE
65,0.0,2026-01-12 20:33:45.564530,2026-01-12 20:33:45.566706,0 days 00:00:00.002176,17.967417030512685,73.55964344825159,2.300956662650411,COMPLETE
66,0.0,2026-01-12 20:33:45.566706,2026-01-12 20:33:45.577569,0 days 00:00:00.010863,24.166395164358292,93.13389238523801,13.613241774057697,COMPLETE
67,0.0,2026-01-12 20:33:45.577569,2026-01-12 20:33:45.593449,0 days 00:00:00.015880,-1.909921206150635,65.46367457989112,7.885584185317616,COMPLETE
68,0.0,2026-01-12 20:33:45.593449,2026-01-12 20:33:45.608069,0 days 00:00:00.014620,-19.84407045480235,55.69160629791658,9.716240182786384,COMPLETE
69,0.0,2026-01-12 20:33:45.608069,2026-01-12 20:33:45.623773,0 days 00:00:00.015704,30.29610110592062,45.8981875753203,10.67010592363633,COMPLETE
70,0.0,2026-01-12 20:33:45.623773,2026-01-12 20:33:45.636774,0 days 00:00:00.013001,18.007256470769597,68.78776329468137,11.940577293731224,COMPLETE
71,0.0,2026-01-12 20:33:45.636774,2026-01-12 20:33:45.639795,0 days 00:00:00.003021,6.450310278096013,33.65315935616965,8.95846650990747,COMPLETE
72,0.0,2026-01-12 20:33:45.639795,2026-01-12 20:33:45.658596,0 days 00:00:00.018801,-8.039716444419094,27.004930267196464,0.4410451761336832,COMPLETE
73,0.0,2026-01-12 20:33:45.658596,2026-01-12 20:33:45.673341,0 days 00:00:00.014745,11.64392543648485,100.28178207958133,7.174818512274081,COMPLETE
74,0.0,2026-01-12 20:33:45.673341,2026-01-12 20:33:45.692237,0 days 00:00:00.018896,3.8969804848379823,14.833854313390603,0.9714666669659255,COMPLETE
75,0.0,2026-01-12 20:33:45.692237,2026-01-12 20:33:45.702950,0 days 00:00:00.010713,21.05122511288105,41.47547950402698,8.075693542324698,COMPLETE
76,0.0,2026-01-12 20:33:45.702950,2026-01-12 20:33:45.712994,0 days 00:00:00.010044,17.13774036320371,50.214244429155684,6.840544703813865,COMPLETE
77,0.0,2026-01-12 20:33:45.712994,2026-01-12 20:33:45.722815,0 days 00:00:00.009821,25.579989857587783,39.11679162437005,3.102397174479565,COMPLETE
78,0.0,2026-01-12 20:33:45.722815,2026-01-12 20:33:45.727949,0 days 00:00:00.005134,10.488867163585692,31.30127629807513,1.9257060487032405,COMPLETE
79,0.0,2026-01-12 20:33:45.727949,2026-01-12 20:33:45.737915,0 days 00:00:00.009966,13.404125669457834,113.11433783625321,10.970210619613614,COMPLETE
80,0.0,2026-01-12 20:33:45.737915,2026-01-12 20:33:45.749713,0 days 00:00:00.011798,-5.78112212504506,54.11402063590364,9.961837889440169,COMPLETE
81,0.0,2026-01-12 20:33:45.749713,2026-01-12 20:33:45.749713,0 days 00:00:00,-2.112659710574807,61.575116753975664,2.7292234750455067,COMPLETE
82,0.0,2026-01-12 20:33:45.749713,2026-01-12 20:33:45.765380,0 days 00:00:00.015667,1.8915917747300428,80.09727915175426,1.4406619238874105,COMPLETE
83,0.0,2026-01-12 20:33:45.765380,2026-01-12 20:33:45.787278,0 days 00:00:00.021898,5.964610594881225,78.91865398195003,4.1272700583373405,COMPLETE
84,0.0,2026-01-12 20:33:45.787278,2026-01-12 20:33:45.800590,0 days 00:00:00.013312,-12.461182542297344,87.27717625301423,2.192863822508902,COMPLETE
85,0.0,2026-01-12 20:33:45.800590,2026-01-12 20:33:45.812353,0 days 00:00:00.011763,21.74221236889074,58.74298621614719,9.405868901287146,COMPLETE
86,0.0,2026-01-12 20:33:45.812353,2026-01-12 20:33:45.821680,0 days 00:00:00.009327,0.5455962932327445,23.656003264486735,8.682412732106524,COMPLETE
87,0.0,2026-01-12 20:33:45.821680,2026-01-12 20:33:45.835122,0 days 00:00:00.013442,8.933672620364682,50.21646893444722,0.10270325145867965,COMPLETE
88,0.0,2026-01-12 20:33:45.835122,2026-01-12 20:33:45.847924,0 days 00:00:00.012802,13.566129500776604,90.26866753793266,13.123768492480444,COMPLETE
89,0.0,2026-01-12 20:33:45.847924,2026-01-12 20:33:45.860298,0 days 00:00:00.012374,16.300075724062502,35.91789544116622,14.226442096227984,COMPLETE
90,0.0,2026-01-12 20:33:45.860298,2026-01-12 20:33:45.877024,0 days 00:00:00.016726,-4.00717524611756,66.82409090296133,1.8231663955983026,COMPLETE
91,0.0,2026-01-12 20:33:45.877024,2026-01-12 20:33:45.879396,0 days 00:00:00.002372,-15.32141485103508,45.534437098729626,1.2518227232193757,COMPLETE
92,0.0,2026-01-12 20:33:45.887724,2026-01-12 20:33:45.902686,0 days 00:00:00.014962,-18.38140944770138,44.22378700079036,0.6597278549809587,COMPLETE
93,0.0,2026-01-12 20:33:45.902686,2026-01-12 20:33:45.907034,0 days 00:00:00.004348,-12.790170703343442,83.98529745859646,10.290445653634766,COMPLETE
94,0.0,2026-01-12 20:33:45.907034,2026-01-12 20:33:45.927049,0 days 00:00:00.020015,-10.268919601709522,71.81317188122186,6.082014117842582,COMPLETE
95,0.0,2026-01-12 20:33:45.927049,2026-01-12 20:33:45.929058,0 days 00:00:00.002009,54.32935286318919,99.94662675383773,4.652042398929816,COMPLETE
96,0.0,2026-01-12 20:33:45.929058,2026-01-12 20:33:45.950502,0 days 00:00:00.021444,36.23325100963122,40.28177994274687,2.430502107625951,COMPLETE
97,0.0,2026-01-12 20:33:45.950502,2026-01-12 20:33:45.966406,0 days 00:00:00.015904,29.616395977612115,52.74310786710524,3.4016894646347002,COMPLETE
98,0.0,2026-01-12 20:33:45.966406,2026-01-12 20:33:45.981901,0 days 00:00:00.015495,-7.801217805776554,34.39508587811196,8.980185381143404,COMPLETE
99,0.0,2026-01-12 20:33:45.981901,2026-01-12 20:33:45.997502,0 days 00:00:00.015601,-15.779040786909412,63.950136474410726,7.723527805435835,COMPLETE
100,0.0,2026-01-12 20:33:45.997502,2026-01-12 20:33:46.005000,0 days 00:00:00.007498,-17.656592351632373,77.48169962193118,5.076366766176293,COMPLETE
101,0.0,2026-01-12 20:33:46.005000,2026-01-12 20:33:46.024710,0 days 00:00:00.019710,28.188680530067092,20.32943422505769,11.91831967338323,COMPLETE
102,0.0,2026-01-12 20:33:46.024710,2026-01-12 20:33:46.038561,0 days 00:00:00.013851,31.77442413138654,6.800734828958966,11.148475787189724,COMPLETE
103,0.0,2026-01-12 20:33:46.038561,2026-01-12 20:33:46.054552,0 days 00:00:00.015991,38.87697430205118,30.22870818133871,10.593797028459022,COMPLETE
104,0.0,2026-01-12 20:33:46.054552,2026-01-12 20:33:46.066551,0 days 00:00:00.011999,48.194922894958474,22.97900647617202,13.72615489760448,COMPLETE
105,0.0,2026-01-12 20:33:46.066551,2026-01-12 20:33:46.067925,0 days 00:00:00.001374,22.340273363208325,37.34563911773341,12.133744582008148,COMPLETE
106,0.0,2026-01-12 20:33:46.067925,2026-01-12 20:33:46.082435,0 days 00:00:00.014510,24.64744310115287,48.51221084846304,11.413827061909425,COMPLETE
107,0.0,2026-01-12 20:33:46.082435,2026-01-12 20:33:46.100271,0 days 00:00:00.017836,-19.991853702502677,42.586117407450104,1.03071368980086,COMPLETE
108,0.0,2026-01-12 20:33:46.100271,2026-01-12 20:33:46.116093,0 days 00:00:00.015822,-0.5478235865311378,26.78391168091671,8.38098641380774,COMPLETE
109,0.0,2026-01-12 20:33:46.116093,2026-01-12 20:33:46.131336,0 days 00:00:00.015243,4.374919510087995,57.59805817832361,1.640827141131838,COMPLETE
110,0.0,2026-01-12 20:33:46.131336,2026-01-12 20:33:46.137350,0 days 00:00:00.006014,33.0369526831236,15.40173272873164,9.583956350746702,COMPLETE
111,0.0,2026-01-12 20:33:46.137350,2026-01-12 20:33:46.144972,0 days 00:00:00.007622,7.778317534834933,50.27234337233111,11.498810219149854,COMPLETE
112,0.0,2026-01-12 20:33:46.144972,2026-01-12 20:33:46.166874,0 days 00:00:00.021902,14.09584219635828,47.15095645375911,10.313457324776286,COMPLETE
113,0.0,2026-01-12 20:33:46.166874,2026-01-12 20:33:46.176605,0 days 00:00:00.009731,18.456061818903173,55.462761510187974,10.030230275952313,COMPLETE
114,0.0,2026-01-12 20:33:46.176605,2026-01-12 20:33:46.179095,0 days 00:00:00.002490,12.393736903257881,38.99986864022665,9.220032000948835,COMPLETE
115,0.0,2026-01-12 20:33:46.179095,2026-01-12 20:33:46.192519,0 days 00:00:00.013424,26.28178308716312,44.81385329381182,12.294198729644954,COMPLETE
116,0.0,2026-01-12 20:33:46.192519,2026-01-12 20:33:46.205809,0 days 00:00:00.013290,22.915689278012206,42.1144696853659,11.704361326495794,COMPLETE
117,0.0,2026-01-12 20:33:46.205809,2026-01-12 20:33:46.219966,0 days 00:00:00.014157,59.030047395111545,52.838773131063576,12.616301980224202,COMPLETE
118,0.0,2026-01-12 20:33:46.219966,2026-01-12 20:33:46.224498,0 days 00:00:00.004532,10.051233544193481,110.2673552904331,12.789345183649083,COMPLETE
119,0.0,2026-01-12 20:33:46.224498,2026-01-12 20:33:46.239274,0 days 00:00:00.014776,15.943943121661407,28.773867077714428,8.616373428684744,COMPLETE
120,0.0,2026-01-12 20:33:46.239274,2026-01-12 20:33:46.255118,0 days 00:00:00.015844,-13.618191424395974,59.443724765572696,10.641710721904643,COMPLETE
121,0.0,2026-01-12 20:33:46.255118,2026-01-12 20:33:46.257188,0 days 00:00:00.002070,42.13757243233312,48.72232833471483,0.531300705305747,COMPLETE
122,0.0,2026-01-12 20:33:46.257188,2026-01-12 20:33:46.279454,0 days 00:00:00.022266,43.48662623033872,119.69154082563841,0.8706179437903592,COMPLETE
123,0.0,2026-01-12 20:33:46.279454,2026-01-12 20:33:46.292349,0 days 00:00:00.012895,39.150365040699505,6.013558729069255,4.1621399055448185,COMPLETE
124,0.0,2026-01-12 20:33:46.292349,2026-01-12 20:33:46.306542,0 days 00:00:00.014193,48.58633098012796,36.87026926154244,0.3593327782618013,COMPLETE
125,0.0,2026-01-12 20:33:46.306542,2026-01-12 20:33:46.322473,0 days 00:00:00.015931,45.37611193161459,6.875575268691222,1.4081154327490926,COMPLETE
126,0.0,2026-01-12 20:33:46.322473,2026-01-12 20:33:46.323991,0 days 00:00:00.001518,35.71190117349294,11.241966340072864,1.9739837854724713,COMPLETE
127,0.0,2026-01-12 20:33:46.323991,2026-01-12 20:33:46.346696,0 days 00:00:00.022705,2.3968918465675992,46.50947065246075,2.403886918266327,COMPLETE
128,0.0,2026-01-12 20:33:46.346696,2026-01-12 20:33:46.355917,0 days 00:00:00.009221,19.83479011670824,32.98410338103116,3.0889354552311934,COMPLETE
129,0.0,2026-01-12 20:33:46.355917,2026-01-12 20:33:46.365605,0 days 00:00:00.009688,-11.09225376816175,94.75132396818917,11.1646665632466,COMPLETE
130,0.0,2026-01-12 20:33:46.365605,2026-01-12 20:33:46.368804,0 days 00:00:00.003199,54.23154297864055,89.31720034086675,8.066436054505823,COMPLETE
131,0.0,2026-01-12 20:33:46.368804,2026-01-12 20:33:46.381618,0 days 00:00:00.012814,56.58373863836963,72.00421984755235,9.847247096053101,COMPLETE
132,0.0,2026-01-12 20:33:46.381618,2026-01-12 20:33:46.399784,0 days 00:00:00.018166,51.61183629423896,68.42904284300144,13.40855643586618,COMPLETE
133,0.0,2026-01-12 20:33:46.399784,2026-01-12 20:33:46.399784,0 days 00:00:00,55.57484184488384,64.67013491312575,0.8207411599077645,COMPLETE
134,0.0,2026-01-12 20:33:46.399784,2026-01-12 20:33:46.415653,0 days 00:00:00.015869,6.283249492364893,62.71636302852339,9.222298000730586,COMPLETE
135,0.0,2026-01-12 20:33:46.415653,2026-01-12 20:33:46.429052,0 days 00:00:00.013399,-4.317257284341414,51.03976573273951,7.084777279334464,COMPLETE
136,0.0,2026-01-12 20:33:46.429052,2026-01-12 20:33:46.432131,0 days 00:00:00.003079,11.54090864707841,75.06717701160446,14.025450150058345,COMPLETE
137,0.0,2026-01-12 20:33:46.432131,2026-01-12 20:33:46.444819,0 days 00:00:00.012688,46.428880404408126,56.407022498684704,0.0069260643833848334,COMPLETE
138,0.0,2026-01-12 20:33:46.444819,2026-01-12 20:33:46.451170,0 days 00:00:00.006351,58.43137309561281,84.20748530730795,1.295737989978641,COMPLETE
139,0.0,2026-01-12 20:33:46.451170,2026-01-12 20:33:46.474889,0 days 00:00:00.023719,27.52406654102791,54.01053942101308,14.510293921701162,COMPLETE
140,0.0,2026-01-12 20:33:46.474889,2026-01-12 20:33:46.491268,0 days 00:00:00.016379,53.651409677159684,67.24872533996101,7.5854297653867055,COMPLETE
141,0.0,2026-01-12 20:33:46.491268,2026-01-12 20:33:46.493905,0 days 00:00:00.002637,49.91338434779504,41.006781498125676,14.776405167172534,COMPLETE
142,0.0,2026-01-12 20:33:46.493905,2026-01-12 20:33:46.514898,0 days 00:00:00.020993,53.09607482671388,77.39290835752503,10.884401834756373,COMPLETE
143,0.0,2026-01-12 20:33:46.514898,2026-01-12 20:33:46.526666,0 days 00:00:00.011768,51.25040393464967,42.711196016630765,5.594746613297012,COMPLETE
144,0.0,2026-01-12 20:33:46.526666,2026-01-12 20:33:46.535895,0 days 00:00:00.009229,56.316135896125736,39.296742329253746,11.60006435670589,COMPLETE
145,0.0,2026-01-12 20:33:46.535895,2026-01-12 20:33:46.541453,0 days 00:00:00.005558,4.301234781663575,0.6490240296699312,12.990728836070565,COMPLETE
146,0.0,2026-01-12 20:33:46.541453,2026-01-12 20:33:46.547737,0 days 00:00:00.006284,9.027847269764173,43.99180399230411,10.337994954990666,COMPLETE
147,0.0,2026-01-12 20:33:46.547737,2026-01-12 20:33:46.557463,0 days 00:00:00.009726,32.793063816381036,35.95771547652882,6.682322030641888,COMPLETE
148,0.0,2026-01-12 20:33:46.557463,2026-01-12 20:33:46.572268,0 days 00:00:00.014805,18.97862184426011,48.10303100294785,12.108998603074783,COMPLETE
149,0.0,2026-01-12 20:33:46.572268,2026-01-12 20:33:46.589701,0 days 00:00:00.017433,29.124881829858612,59.21330949415976,8.893236521944612,COMPLETE
150,0.0,2026-01-12 20:33:46.589701,2026-01-12 20:33:46.602989,0 days 00:00:00.013288,37.56185022989784,31.447878304478483,11.866677719313234,COMPLETE
151,0.0,2026-01-12 20:33:46.602989,2026-01-12 20:33:46.606587,0 days 00:00:00.003598,-16.735589896206086,10.710284316852599,2.7538232592062455,COMPLETE
152,0.0,2026-01-12 20:33:46.606587,2026-01-12 20:33:46.619116,0 days 00:00:00.012529,-15.099572482944318,9.60060954590885,1.5957211047973345,COMPLETE
153,0.0,2026-01-12 20:33:46.619116,2026-01-12 20:33:46.638895,0 days 00:00:00.019779,-19.955609718663325,3.3944796541611333,2.2056471780827627,COMPLETE
154,0.0,2026-01-12 20:33:46.638895,2026-01-12 20:33:46.654920,0 days 00:00:00.016025,-18.326974761370586,4.913819985549116,3.5709112898891475,COMPLETE
155,0.0,2026-01-12 20:33:46.654920,2026-01-12 20:33:46.668833,0 days 00:00:00.013913,-9.533321718699984,70.46069539806693,9.538862379277976,COMPLETE
156,0.0,2026-01-12 20:33:46.668833,2026-01-12 20:33:46.680003,0 days 00:00:00.011170,-0.9800998537603672,101.93952347507124,11.185377048095535,COMPLETE
157,0.0,2026-01-12 20:33:46.680003,2026-01-12 20:33:46.689160,0 days 00:00:00.009157,46.69664914722418,20.148445240619584,1.1710067841547884,COMPLETE
158,0.0,2026-01-12 20:33:46.689160,2026-01-12 20:33:46.692887,0 days 00:00:00.003727,40.186228262248086,45.928449012893566,1.7838477509601636,COMPLETE
159,0.0,2026-01-12 20:33:46.692887,2026-01-12 20:33:46.703888,0 days 00:00:00.011001,-13.793619654726296,50.04094390657525,2.5796679237099,COMPLETE
160,0.0,2026-01-12 20:33:46.703888,2026-01-12 20:33:46.719931,0 days 00:00:00.016043,14.874587873662431,52.45461246153373,12.355648356806102,COMPLETE
161,0.0,2026-01-12 20:33:46.719931,2026-01-12 20:33:46.733864,0 days 00:00:00.013933,23.99152992316149,23.462508681481353,2.081809141295782,COMPLETE
162,0.0,2026-01-12 20:33:46.733864,2026-01-12 20:33:46.749102,0 days 00:00:00.015238,20.80978437708595,0.19553970135753418,6.032184238636147,COMPLETE
163,0.0,2026-01-12 20:33:46.749102,2026-01-12 20:33:46.751608,0 days 00:00:00.002506,25.70543275444308,34.39234637945464,2.9033705561495466,COMPLETE
164,0.0,2026-01-12 20:33:46.751608,2026-01-12 20:33:46.767720,0 days 00:00:00.016112,7.651805170346368,29.343352927407718,1.7409028804779714,COMPLETE
165,0.0,2026-01-12 20:33:46.767720,2026-01-12 20:33:46.767720,0 days 00:00:00,-6.191839572527654,82.23715628122312,8.19269354947336,COMPLETE
166,0.0,2026-01-12 20:33:46.767720,2026-01-12 20:33:46.789102,0 days 00:00:00.021382,17.274198761505794,40.56957560154393,0.3589201767408753,COMPLETE
167,0.0,2026-01-12 20:33:46.789102,2026-01-12 20:33:46.790296,0 days 00:00:00.001194,-17.226649330936624,25.716651799768705,1.120946546641847,COMPLETE
