number,value,datetime_start,datetime_complete,duration,params_mirror_pos_x,params_mirror_pos_y,params_param_swing_speed,state
17,0.0,2026-01-12 15:24:37.685518,2026-01-12 15:24:37.690935,0 days 00:00:00.005417,-2.1101866970230354,88.81725693627996,3.4123336287874007,COMPLETE
18,0.0,2026-01-12 15:24:37.690935,2026-01-12 15:24:37.695934,0 days 00:00:00.004999,27.295694395855044,101.83001232592909,8.505410986499054,COMPLETE
19,-1000000000.0,2026-01-12 15:24:37.695934,2026-01-12 15:24:37.707437,0 days 00:00:00.011503,39.96477306303814,22.090246107775975,5.110843946597575,COMPLETE
20,0.0,2026-01-12 15:24:37.707437,2026-01-12 15:24:37.712434,0 days 00:00:00.004997,8.75324583811949,72.07463534811524,14.069828182830072,COMPLETE
21,0.0,2026-01-12 15:24:37.712434,2026-01-12 15:24:37.717617,0 days 00:00:00.005183,-13.530479150462842,87.89423625661112,9.390616773172393,COMPLETE
22,0.0,2026-01-12 15:24:37.717617,2026-01-12 15:24:37.723619,0 days 00:00:00.006002,12.125899691490957,45.484170552763274,9.174832380427748,COMPLETE
23,0.0,2026-01-12 15:24:37.723619,2026-01-12 15:24:37.729154,0 days 00:00:00.005535,55.57913451158505,110.98456290869849,3.2731967978415706,COMPLETE
24,-1000000000.0,2026-01-12 15:24:37.729154,2026-01-12 15:24:37.739218,0 days 00:00:00.010064,13.693134061223105,88.57004426367816,14.563716941821196,COMPLETE
25,0.0,2026-01-12 15:24:37.739218,2026-01-12 15:24:37.745219,0 days 00:00:00.006001,16.550595077008545,8.380450806797395,9.354809201078664,COMPLETE
26,0.0,2026-01-12 15:24:37.745219,2026-01-12 15:24:37.749487,0 days 00:00:00.004268,4.119703373231527,66.29443164366793,8.274609892958598,COMPLETE
27,-1000000000.0,2026-01-12 15:24:37.749487,2026-01-12 15:24:37.759965,0 days 00:00:00.010478,-7.658545572907842,22.24492385316974,0.2281397346278885,COMPLETE
28,0.0,2026-01-12 15:24:37.759965,2026-01-12 15:24:37.765973,0 days 00:00:00.006008,21.086111788539995,36.767672540137426,13.958955171799525,COMPLETE
29,0.0,2026-01-12 15:24:37.765973,2026-01-12 15:24:37.770367,0 days 00:00:00.004394,29.254359819096976,50.281879907253554,5.496234853399676,COMPLETE
30,-1000000000.0,2026-01-12 15:24:37.770367,2026-01-12 15:24:37.780539,0 days 00:00:00.010172,59.61539142960822,24.483783536433457,12.608753938770604,COMPLETE
31,0.0,2026-01-12 15:24:37.780539,2026-01-12 15:24:37.785548,0 days 00:00:00.005009,3.7314440413165606,92.46729075181557,6.717263823822769,COMPLETE
32,0.0,2026-01-12 15:24:37.786548,2026-01-12 15:24:37.791548,0 days 00:00:00.005000,44.78869004337665,100.4632702470954,14.627363297272252,COMPLETE
33,0.0,2026-01-12 15:24:37.791548,2026-01-12 15:24:37.795947,0 days 00:00:00.004399,53.30091520735169,75.36535648589411,7.07068259543783,COMPLETE
34,-1000000000.0,2026-01-12 15:24:37.796948,2026-01-12 15:24:37.806958,0 days 00:00:00.010010,-19.05793806937913,38.07447049273206,3.537261373059939,COMPLETE
35,0.0,2026-01-12 15:24:37.806958,2026-01-12 15:24:37.811956,0 days 00:00:00.004998,-11.745426667826644,67.91365864725444,7.584951905280482,COMPLETE
36,-1000000000.0,2026-01-12 15:24:37.811956,2026-01-12 15:24:37.822166,0 days 00:00:00.010210,20.319372830958528,1.7818472536036456,5.2162801901697655,COMPLETE
37,0.0,2026-01-12 15:24:37.822166,2026-01-12 15:24:37.827165,0 days 00:00:00.004999,-0.8461446781541753,90.59700382021285,10.271694237272712,COMPLETE
38,-1000000000.0,2026-01-12 15:24:37.827165,2026-01-12 15:24:37.838166,0 days 00:00:00.011001,-10.104869162682029,8.37746879155739,2.3337451377109266,COMPLETE
39,-1000000000.0,2026-01-12 15:24:37.838166,2026-01-12 15:24:37.848166,0 days 00:00:00.010000,41.60843968211209,49.4063163444362,3.44528844869049,COMPLETE
40,0.0,2026-01-12 15:24:37.848166,2026-01-12 15:24:37.853717,0 days 00:00:00.005551,34.79531719730264,34.89545929535887,10.485231570909074,COMPLETE
41,-1000000000.0,2026-01-12 15:24:37.854725,2026-01-12 15:24:37.864751,0 days 00:00:00.010026,46.70321827613999,70.93429989587423,2.8828711046219597,COMPLETE
42,0.0,2026-01-12 15:24:37.864751,2026-01-12 15:24:37.870240,0 days 00:00:00.005489,30.642922328195382,24.33630328672592,2.8635149703790077,COMPLETE
43,0.0,2026-01-12 15:24:37.870240,2026-01-12 15:24:37.875501,0 days 00:00:00.005261,43.45972652920558,96.10552895176713,10.752322076489655,COMPLETE
44,0.0,2026-01-12 15:24:37.875501,2026-01-12 15:24:37.879815,0 days 00:00:00.004314,10.959974585994825,109.25037340273711,1.0146631912704618,COMPLETE
45,-1000000000.0,2026-01-12 15:24:37.879815,2026-01-12 15:24:37.890184,0 days 00:00:00.010369,13.454172286392343,70.48634396011917,10.152419007342507,COMPLETE
46,0.0,2026-01-12 15:24:37.890184,2026-01-12 15:24:37.896187,0 days 00:00:00.006003,50.519298535690766,11.797308917601445,8.178752758239773,COMPLETE
47,-1000000000.0,2026-01-12 15:24:37.896187,2026-01-12 15:24:37.906414,0 days 00:00:00.010227,39.1237546688076,20.907805952322754,9.38165493821346,COMPLETE
48,0.0,2026-01-12 15:24:37.906414,2026-01-12 15:24:37.911429,0 days 00:00:00.005015,20.49569967315854,43.08825213625931,4.20480361110667,COMPLETE
49,0.0,2026-01-12 15:24:37.911429,2026-01-12 15:24:37.916205,0 days 00:00:00.004776,-6.736944075279281,119.97861150549244,5.880370563820402,COMPLETE
50,0.0,2026-01-12 15:24:37.917205,2026-01-12 15:24:37.930701,0 days 00:00:00.013496,-16.26635294841388,82.30698031193054,12.56895299570812,COMPLETE
51,0.0,2026-01-12 15:24:37.930701,2026-01-12 15:24:37.939703,0 days 00:00:00.009002,-3.5302774164364568,109.5559891104625,12.943116230843199,COMPLETE
52,0.0,2026-01-12 15:24:37.939703,2026-01-12 15:24:37.947969,0 days 00:00:00.008266,-15.818110425831575,59.70552385802163,11.66418861171383,COMPLETE
53,0.0,2026-01-12 15:24:37.947969,2026-01-12 15:24:37.956822,0 days 00:00:00.008853,-19.76796623773965,81.89430773756233,11.418805925136342,COMPLETE
54,0.0,2026-01-12 15:24:37.957821,2026-01-12 15:24:37.966948,0 days 00:00:00.009127,1.701473318668901,119.83999623417887,13.332641588706625,COMPLETE
55,0.0,2026-01-12 15:24:37.966948,2026-01-12 15:24:37.975216,0 days 00:00:00.008268,-9.055191514294567,103.42036972123377,14.895739788026832,COMPLETE
56,-1000000000.0,2026-01-12 15:24:37.976215,2026-01-12 15:24:37.989683,0 days 00:00:00.013468,23.740505450859946,16.4576142601324,6.3063869248880575,COMPLETE
57,-1000000000.0,2026-01-12 15:24:37.989683,2026-01-12 15:24:38.002969,0 days 00:00:00.013286,7.654267961707951,59.600433465884066,13.478293023251616,COMPLETE
58,0.0,2026-01-12 15:24:38.002969,2026-01-12 15:24:38.012968,0 days 00:00:00.009999,-4.76499758426413,114.31247676655381,11.077857402744202,COMPLETE
59,-1000000000.0,2026-01-12 15:24:38.012968,2026-01-12 15:24:38.027297,0 days 00:00:00.014329,17.19182694419129,96.57571728334352,12.168631928685977,COMPLETE
60,0.0,2026-01-12 15:24:38.027297,2026-01-12 15:24:38.035298,0 days 00:00:00.008001,33.33063851242488,103.72156567572577,8.863167301641832,COMPLETE
61,0.0,2026-01-12 15:24:38.036298,2026-01-12 15:24:38.044321,0 days 00:00:00.008023,-14.2542356336364,77.71384807252245,4.509111686395031,COMPLETE
62,0.0,2026-01-12 15:24:38.045324,2026-01-12 15:24:38.053384,0 days 00:00:00.008060,-1.5308944867430192,83.12588771687749,14.349189744843287,COMPLETE
63,0.0,2026-01-12 15:24:38.053384,2026-01-12 15:24:38.062384,0 days 00:00:00.009000,-12.852478908080833,86.5017509076123,9.80342236265742,COMPLETE
64,-1000000000.0,2026-01-12 15:24:38.062384,2026-01-12 15:24:38.075873,0 days 00:00:00.013489,25.55451413948868,99.26395274320048,4.035430217747112,COMPLETE
65,-1000000000.0,2026-01-12 15:24:38.076872,2026-01-12 15:24:38.090269,0 days 00:00:00.013397,-9.963697431079606,31.810305314871513,7.745858474762519,COMPLETE
66,-1000000000.0,2026-01-12 15:24:38.090269,2026-01-12 15:24:38.104968,0 days 00:00:00.014699,-16.381670080221447,54.11482852638569,1.7769416322089189,COMPLETE
67,0.0,2026-01-12 15:24:38.104968,2026-01-12 15:24:38.113993,0 days 00:00:00.009025,3.880002004356129,105.7735450804802,6.765149946648952,COMPLETE
68,-1000000000.0,2026-01-12 15:24:38.113993,2026-01-12 15:24:38.130105,0 days 00:00:00.016112,17.073105974973785,95.08475999398786,13.663954775579356,COMPLETE
69,-1000000000.0,2026-01-12 15:24:38.130105,2026-01-12 15:24:38.145740,0 days 00:00:00.015635,7.735695840215495,63.3725341980019,8.727873604669167,COMPLETE
70,0.0,2026-01-12 15:24:38.145740,2026-01-12 15:24:38.154492,0 days 00:00:00.008752,-6.654214230514593,114.80150415873216,2.185188236471493,COMPLETE
71,0.0,2026-01-12 15:24:38.155495,2026-01-12 15:24:38.163583,0 days 00:00:00.008088,25.1595950694675,92.90273495984849,8.555350456816667,COMPLETE
72,-1000000000.0,2026-01-12 15:24:38.164582,2026-01-12 15:24:38.177609,0 days 00:00:00.013027,27.913786964385306,87.85458187682426,9.897534267001662,COMPLETE
73,-1000000000.0,2026-01-12 15:24:38.178610,2026-01-12 15:24:38.192613,0 days 00:00:00.014003,30.880463208281572,100.68448422762535,8.030787339393752,COMPLETE
74,0.0,2026-01-12 15:24:38.193612,2026-01-12 15:24:38.201613,0 days 00:00:00.008001,-11.325789525692711,114.13859759658585,7.177372738272446,COMPLETE
75,-1000000000.0,2026-01-12 15:24:38.201613,2026-01-12 15:24:38.216040,0 days 00:00:00.014427,36.84497786033026,106.08532064257251,14.231344260720233,COMPLETE
76,-1000000000.0,2026-01-12 15:24:38.216040,2026-01-12 15:24:38.230244,0 days 00:00:00.014204,22.726682730831893,74.35815327621012,4.849256225432241,COMPLETE
77,-1000000000.0,2026-01-12 15:24:38.230244,2026-01-12 15:24:38.245454,0 days 00:00:00.015210,-14.221826442616278,41.53463562739128,9.092353854029417,COMPLETE
78,0.0,2026-01-12 15:24:38.245454,2026-01-12 15:24:38.254924,0 days 00:00:00.009470,-2.300813194050505,28.130059715803323,9.757663680589804,COMPLETE
79,0.0,2026-01-12 15:24:38.254924,2026-01-12 15:24:38.263979,0 days 00:00:00.009055,0.3826606079652599,90.50772373339902,1.1365594178071645,COMPLETE
80,-1000000000.0,2026-01-12 15:24:38.263979,2026-01-12 15:24:38.278289,0 days 00:00:00.014310,-18.242495619212225,3.219286592946858,5.610114515834823,COMPLETE
81,-1000000000.0,2026-01-12 15:24:38.278289,2026-01-12 15:24:38.292508,0 days 00:00:00.014219,5.669847111156509,73.25739202485663,12.202963620741816,COMPLETE
82,-1000000000.0,2026-01-12 15:24:38.293507,2026-01-12 15:24:38.308014,0 days 00:00:00.014507,14.653489293187567,84.93871309620761,13.889649913494676,COMPLETE
83,-1000000000.0,2026-01-12 15:24:38.308014,2026-01-12 15:24:38.322054,0 days 00:00:00.014040,19.04820325693535,97.47635056939694,13.210564745510943,COMPLETE
84,-1000000000.0,2026-01-12 15:24:38.322054,2026-01-12 15:24:38.336669,0 days 00:00:00.014615,10.979467671365915,66.34803499527284,3.970263272350671,COMPLETE
85,0.0,2026-01-12 15:24:38.336669,2026-01-12 15:24:38.345825,0 days 00:00:00.009156,-8.630797499872664,77.43363227237866,14.067741898421461,COMPLETE
86,0.0,2026-01-12 15:24:38.345825,2026-01-12 15:24:38.354840,0 days 00:00:00.009015,15.293411045831997,56.39557161046582,14.469944967234673,COMPLETE
87,0.0,2026-01-12 15:24:38.354840,2026-01-12 15:24:38.364227,0 days 00:00:00.009387,1.9445292737219066,79.88987355092243,3.3227572003102477,COMPLETE
88,-1000000000.0,2026-01-12 15:24:38.364227,2026-01-12 15:24:38.378529,0 days 00:00:00.014302,-5.085310531768579,63.741138655446875,14.857201822972389,COMPLETE
89,0.0,2026-01-12 15:24:38.378529,2026-01-12 15:24:38.387531,0 days 00:00:00.009002,27.477375068285134,48.45707777454309,10.80661226280862,COMPLETE
90,0.0,2026-01-12 15:24:38.387531,2026-01-12 15:24:38.396532,0 days 00:00:00.009001,49.46070485825757,93.29698344552259,7.735959840276565,COMPLETE
91,0.0,2026-01-12 15:24:38.396532,2026-01-12 15:24:38.405908,0 days 00:00:00.009376,-12.782568493950343,70.94293224513332,9.411500258141876,COMPLETE
92,0.0,2026-01-12 15:24:38.405908,2026-01-12 15:24:38.415214,0 days 00:00:00.009306,-17.50805249186075,88.75621938093876,13.01249003320746,COMPLETE
93,0.0,2026-01-12 15:24:38.415214,2026-01-12 15:24:38.424353,0 days 00:00:00.009139,-15.21894934854922,85.5131334743314,8.421603839414928,COMPLETE
94,-1000000000.0,2026-01-12 15:24:38.424353,2026-01-12 15:24:38.438848,0 days 00:00:00.014495,-10.539713686903127,16.82182255403543,6.105433797829464,COMPLETE
95,0.0,2026-01-12 15:24:38.438848,2026-01-12 15:24:38.448852,0 days 00:00:00.010004,-12.865748484749162,102.63961971298832,7.315265350942904,COMPLETE
96,0.0,2026-01-12 15:24:38.448852,2026-01-12 15:24:38.458104,0 days 00:00:00.009252,-7.777693870415411,111.486724277641,8.100165783702911,COMPLETE
97,0.0,2026-01-12 15:24:38.458104,2026-01-12 15:24:38.467108,0 days 00:00:00.009004,13.187808775018144,106.64558867586715,9.145983350990385,COMPLETE
98,0.0,2026-01-12 15:24:38.467108,2026-01-12 15:24:38.477172,0 days 00:00:00.010064,32.040143909119955,99.15667532674168,2.4606157964178976,COMPLETE
99,-1000000000.0,2026-01-12 15:24:38.477172,2026-01-12 15:24:38.492176,0 days 00:00:00.015004,22.64322027876693,68.29308492589094,10.26297992398952,COMPLETE
100,0.0,2026-01-12 15:24:38.492176,2026-01-12 15:24:38.501176,0 days 00:00:00.009000,8.545947253261579,91.81364977366611,3.7294600040043746,COMPLETE
101,0.0,2026-01-12 15:24:38.501176,2026-01-12 15:24:38.511172,0 days 00:00:00.009996,11.314521178792797,45.46332311565178,9.547090715913768,COMPLETE
102,0.0,2026-01-12 15:24:38.511172,2026-01-12 15:24:38.520573,0 days 00:00:00.009401,12.741700120456585,57.16892162586381,8.794730214299666,COMPLETE
103,0.0,2026-01-12 15:24:38.521572,2026-01-12 15:24:38.529591,0 days 00:00:00.008019,7.016472331918283,35.29561589428831,6.741862318677395,COMPLETE
104,-1000000000.0,2026-01-12 15:24:38.530590,2026-01-12 15:24:38.545042,0 days 00:00:00.014452,37.649395753307004,52.56315146739652,11.187814988008672,COMPLETE
105,0.0,2026-01-12 15:24:38.545042,2026-01-12 15:24:38.555045,0 days 00:00:00.010003,19.609483811670042,81.07490789784846,8.986657989427398,COMPLETE
106,0.0,2026-01-12 15:24:38.555045,2026-01-12 15:24:38.564676,0 days 00:00:00.009631,-19.965408612043866,61.528412471174136,10.609852119470677,COMPLETE
107,0.0,2026-01-12 15:24:38.564676,2026-01-12 15:24:38.573688,0 days 00:00:00.009012,-3.373628413643953,116.92598505745582,10.023681658632261,COMPLETE
108,0.0,2026-01-12 15:24:38.573688,2026-01-12 15:24:38.582688,0 days 00:00:00.009000,9.612845522397222,39.75179986938777,3.021201668708126,COMPLETE
109,-1000000000.0,2026-01-12 15:24:38.582688,2026-01-12 15:24:38.597934,0 days 00:00:00.015246,18.094076000967572,94.84597826645566,8.506301011501192,COMPLETE
110,0.0,2026-01-12 15:24:38.597934,2026-01-12 15:24:38.608277,0 days 00:00:00.010343,-6.355612084052389,76.48049007920784,14.698627914617584,COMPLETE
111,0.0,2026-01-12 15:24:38.608277,2026-01-12 15:24:38.617292,0 days 00:00:00.009015,52.28857828384231,109.88551396451705,4.933096713094794,COMPLETE
112,0.0,2026-01-12 15:24:38.617292,2026-01-12 15:24:38.626564,0 days 00:00:00.009272,59.68895524823481,117.31418647023477,2.5526271544645494,COMPLETE
113,-1000000000.0,2026-01-12 15:24:38.626564,2026-01-12 15:24:38.642108,0 days 00:00:00.015544,43.98414721499751,108.31627636195877,13.71906512632766,COMPLETE
114,0.0,2026-01-12 15:24:38.643109,2026-01-12 15:24:38.652110,0 days 00:00:00.009001,56.629713384275746,101.6471327959265,4.237019223793146,COMPLETE
115,-1000000000.0,2026-01-12 15:24:38.653109,2026-01-12 15:24:38.667309,0 days 00:00:00.014200,41.598646486860495,105.03408578864746,3.1688715592558516,COMPLETE
116,0.0,2026-01-12 15:24:38.667309,2026-01-12 15:24:38.677304,0 days 00:00:00.009995,57.59698913761723,111.4335682381945,9.556173410947588,COMPLETE
117,0.0,2026-01-12 15:24:38.677304,2026-01-12 15:24:38.686441,0 days 00:00:00.009137,28.328536768871885,29.577244928972846,7.900482355470289,COMPLETE
118,0.0,2026-01-12 15:24:38.686441,2026-01-12 15:24:38.695444,0 days 00:00:00.009003,5.284236313803582,84.24471923021419,12.713987000975148,COMPLETE
119,0.0,2026-01-12 15:24:38.696440,2026-01-12 15:24:38.705441,0 days 00:00:00.009001,-13.3483242804434,98.20960097347844,9.170413352446687,COMPLETE
120,-1000000000.0,2026-01-12 15:24:38.705441,2026-01-12 15:24:38.720450,0 days 00:00:00.015009,21.67080113160194,71.37503423631287,1.7986212665245915,COMPLETE
121,-1000000000.0,2026-01-12 15:24:38.720450,2026-01-12 15:24:38.734470,0 days 00:00:00.014020,17.043559517983663,11.680897415134204,8.727734359321541,COMPLETE
122,-1000000000.0,2026-01-12 15:24:38.735470,2026-01-12 15:24:38.748892,0 days 00:00:00.013422,25.920663823377616,7.677527850549872,9.250089236910265,COMPLETE
123,0.0,2026-01-12 15:24:38.749893,2026-01-12 15:24:38.758898,0 days 00:00:00.009005,15.257462960332724,19.615174703103303,3.7800860911317367,COMPLETE
124,-1000000000.0,2026-01-12 15:24:38.758898,2026-01-12 15:24:38.773892,0 days 00:00:00.014994,-16.886425264636475,15.204253817769839,8.300879825488321,COMPLETE
125,-1000000000.0,2026-01-12 15:24:38.773892,2026-01-12 15:24:38.789031,0 days 00:00:00.015139,10.023812412303451,1.0112089109263342,9.767835913439747,COMPLETE
126,-1000000000.0,2026-01-12 15:24:38.789031,2026-01-12 15:24:38.803804,0 days 00:00:00.014773,-11.707370381731423,3.4485226655919945,0.762536210301004,COMPLETE
127,0.0,2026-01-12 15:24:38.803804,2026-01-12 15:24:38.812806,0 days 00:00:00.009002,47.55785837245393,88.86146416941476,14.187471763601964,COMPLETE
128,0.0,2026-01-12 15:24:38.812806,2026-01-12 15:24:38.822859,0 days 00:00:00.010053,-15.10333521801511,64.82962090939202,7.500327081169633,COMPLETE
129,-1000000000.0,2026-01-12 15:24:38.823863,2026-01-12 15:24:38.838462,0 days 00:00:00.014599,15.934636917253954,5.571240653469532,11.794955023706937,COMPLETE
130,0.0,2026-01-12 15:24:38.838462,2026-01-12 15:24:38.847594,0 days 00:00:00.009132,-9.630538525165491,68.56049018750892,10.439450633840488,COMPLETE
131,-1000000000.0,2026-01-12 15:24:38.848596,2026-01-12 15:24:38.862600,0 days 00:00:00.014004,11.865364064290029,60.83761268433492,8.22228178171145,COMPLETE
132,-1000000000.0,2026-01-12 15:24:38.862600,2026-01-12 15:24:38.877699,0 days 00:00:00.015099,1.4456523016483374,78.60758797405964,8.938779044015497,COMPLETE
133,-1000000000.0,2026-01-12 15:24:38.877699,2026-01-12 15:24:38.892704,0 days 00:00:00.015005,4.5874833786624585,72.1753126222341,2.6661121111429305,COMPLETE
134,-1000000000.0,2026-01-12 15:24:38.892704,2026-01-12 15:24:38.907704,0 days 00:00:00.015000,6.295173344958417,65.82851976615363,9.4926662069147,COMPLETE
135,0.0,2026-01-12 15:24:38.907704,2026-01-12 15:24:38.916703,0 days 00:00:00.008999,8.68234685017876,25.375226826624477,3.4763308174822063,COMPLETE
136,0.0,2026-01-12 15:24:38.916703,2026-01-12 15:24:38.926140,0 days 00:00:00.009437,3.2258303197689697,112.0014796220134,8.5941846453895,COMPLETE
137,-1000000000.0,2026-01-12 15:24:38.926140,2026-01-12 15:24:38.941138,0 days 00:00:00.014998,-1.3589988622320721,50.497406753547224,14.500568528944699,COMPLETE
138,-1000000000.0,2026-01-12 15:24:38.941138,2026-01-12 15:24:38.956233,0 days 00:00:00.015095,12.868485608472021,86.58253014519333,13.412926383183121,COMPLETE
139,0.0,2026-01-12 15:24:38.957234,2026-01-12 15:24:38.966413,0 days 00:00:00.009179,13.987366620305632,58.55538348410149,14.99193346870001,COMPLETE
140,-1000000000.0,2026-01-12 15:24:38.966413,2026-01-12 15:24:38.980703,0 days 00:00:00.014290,33.57054245649104,93.60081429983316,10.058671698119454,COMPLETE
141,0.0,2026-01-12 15:24:38.980703,2026-01-12 15:24:38.990708,0 days 00:00:00.010005,21.499771712355294,42.97598448930946,13.729197666286431,COMPLETE
142,0.0,2026-01-12 15:24:38.991704,2026-01-12 15:24:38.999705,0 days 00:00:00.008001,24.798169448540097,32.31088673858694,14.13379623853632,COMPLETE
143,0.0,2026-01-12 15:24:39.000704,2026-01-12 15:24:39.011125,0 days 00:00:00.010421,19.48256446611282,35.90584791860065,4.488638494178996,COMPLETE
144,0.0,2026-01-12 15:24:39.011125,2026-01-12 15:24:39.021373,0 days 00:00:00.010248,16.946030844472276,46.8713411051095,2.0999427618143613,COMPLETE
145,-1000000000.0,2026-01-12 15:24:39.021373,2026-01-12 15:24:39.035907,0 days 00:00:00.014534,-11.107742036209505,54.2386706743758,14.687746723835211,COMPLETE
146,0.0,2026-01-12 15:24:39.035907,2026-01-12 15:24:39.046350,0 days 00:00:00.010443,9.697152695005272,39.39890073084742,8.010850156933557,COMPLETE
147,-1000000000.0,2026-01-12 15:24:39.046350,2026-01-12 15:24:39.062027,0 days 00:00:00.015677,23.73978790641241,107.77112776487127,9.338565620145086,COMPLETE
148,0.0,2026-01-12 15:24:39.062027,2026-01-12 15:24:39.072097,0 days 00:00:00.010070,29.667175921236968,90.59636226427713,7.032231823649108,COMPLETE
149,0.0,2026-01-12 15:24:39.072097,2026-01-12 15:24:39.081208,0 days 00:00:00.009111,20.79017560704592,45.2654078816134,6.434518453318878,COMPLETE
150,0.0,2026-01-12 15:24:39.081208,2026-01-12 15:24:39.090699,0 days 00:00:00.009491,-8.395209496174179,74.04896090319954,13.0901919948341,COMPLETE
151,-1000000000.0,2026-01-12 15:24:39.090699,2026-01-12 15:24:39.105702,0 days 00:00:00.015003,35.40010020860112,49.480705360781364,5.681377215218319,COMPLETE
152,0.0,2026-01-12 15:24:39.105702,2026-01-12 15:24:39.115113,0 days 00:00:00.009411,31.2387773136601,43.80555538518987,5.401338152678264,COMPLETE
153,0.0,2026-01-12 15:24:39.115113,2026-01-12 15:24:39.124928,0 days 00:00:00.009815,26.230434052282046,63.27104513347509,13.87718219635514,COMPLETE
154,0.0,2026-01-12 15:24:39.124928,2026-01-12 15:24:39.134700,0 days 00:00:00.009772,23.075552412736428,37.99723978386715,2.919943503588344,COMPLETE
155,-1000000000.0,2026-01-12 15:24:39.134700,2026-01-12 15:24:39.151087,0 days 00:00:00.016387,39.811250610619524,41.31128916248362,8.792560367393031,COMPLETE
156,-1000000000.0,2026-01-12 15:24:39.151087,2026-01-12 15:24:39.166593,0 days 00:00:00.015506,-17.919453544237143,10.706153521094516,7.740254727859926,COMPLETE
157,0.0,2026-01-12 15:24:39.166593,2026-01-12 15:24:39.176183,0 days 00:00:00.009590,27.088680354135995,69.39373566137985,3.704685125898259,COMPLETE
158,0.0,2026-01-12 15:24:39.177183,2026-01-12 15:24:39.185604,0 days 00:00:00.008421,18.51771305721373,117.5278305988116,8.355642067513987,COMPLETE
159,0.0,2026-01-12 15:24:39.186604,2026-01-12 15:24:39.195612,0 days 00:00:00.009008,7.744677204605857,51.79621663882984,9.681857744438386,COMPLETE
160,0.0,2026-01-12 15:24:39.195612,2026-01-12 15:24:39.205747,0 days 00:00:00.010135,-15.378227552706619,14.748489176200831,3.2652943176279368,COMPLETE
161,0.0,2026-01-12 15:24:39.205747,2026-01-12 15:24:39.215635,0 days 00:00:00.009888,-0.22100555690949797,96.268114406533,7.08682071259504,COMPLETE
162,0.0,2026-01-12 15:24:39.215635,2026-01-12 15:24:39.225401,0 days 00:00:00.009766,5.68519243750524,101.3993846586356,6.682154989412439,COMPLETE
163,0.0,2026-01-12 15:24:39.225401,2026-01-12 15:24:39.234728,0 days 00:00:00.009327,3.7939391235665108,91.33274521567677,7.392263093924493,COMPLETE
164,0.0,2026-01-12 15:24:39.234728,2026-01-12 15:24:39.245495,0 days 00:00:00.010767,-12.994526015725649,103.87515102449329,14.29034824667021,COMPLETE
